session_id,timestamp,user_id,product_id,event_type,offered_discount,purchase_id,name,city,street,product_name,category_path,price,purchase_timestamp,delivery_timestamp,delivery_company,hours,purchase_year,purchase_month,purchase_day,purchase_hour,purchase_minute,purchase_second,purchase_dayofweek,purchase_month_sin,purchase_month_cos,purchase_day_sin,purchase_day_cos,purchase_hour_sin,purchase_hour_cos,purchase_minute_sin,purchase_minute_cos,purchase_second_sin,purchase_second_cos,purchase_dayofweek_sin,purchase_dayofweek_cos,delivery_company_360,delivery_company_516,delivery_company_620,city_Gdynia,city_Konin,city_Kutno,city_Mielec,city_Police,city_Radom,city_Szczecin,city_Warszawa,category_gry i konsole,category_komputery,category_sprzęt rtv,category_telefony i akcesoria
109123.0,2021-04-09 12:56:07.000000,274.0,1281,BUY_PRODUCT,10.0,26432.0,Adrian Smoter,Gdynia,plac Szymanowskiego 49/99,Manta MM266,Sprzęt RTV;Przenośne audio i video;Odtwarzacze mp3 i mp4,-0.5009043563274879,2021-04-09 12:56:07.000000,2021-04-12 08:29:05.683552,620.0,67.54963432,2021,4,9,12,56,7,4,0.8660254037844387,-0.4999999999999998,0.9680771188662043,-0.2506525322587204,1.2246467991473532e-16,-1.0,-0.40673664307580015,0.913545457642601,0.6691306063588582,0.7431448254773942,-0.433883739117558,-0.9009688679024191,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
103475.0,2021-03-17 16:00:17.000000,170.0,1281,BUY_PRODUCT,0.0,22464.0,Kaja Golda,Warszawa,ulica Młynarska 964,Manta MM266,Sprzęt RTV;Przenośne audio i video;Odtwarzacze mp3 i mp4,-0.5009043563274879,2021-03-17 16:00:17.000000,2021-03-18 12:43:11.756200,516.0,20.715210055555556,2021,3,17,16,0,17,2,1.0,6.123233995736766e-17,-0.2993631229733582,-0.9541392564000488,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0.9781476007338057,-0.20791169081775934,0.9749279121818236,-0.22252093395631434,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
106365.0,2021-01-14 21:16:13.000000,223.0,1283,BUY_PRODUCT,0.0,24443.0,Olaf Cegła,Szczecin,al. Brzoskwiniowa 73,Okulary 3D PHILIPS PTA436/00,Sprzęt RTV;Video;Telewizory i akcesoria;Okulary 3D,-0.4726876193892687,2021-01-14 21:16:13.000000,2021-01-15 10:49:44.213066,516.0,13.558670296111112,2021,1,14,21,16,13,3,0.49999999999999994,0.8660254037844387,0.29936312297335804,-0.9541392564000488,-0.7071067811865477,0.7071067811865474,0.9945218953682734,-0.10452846326765333,0.9781476007338057,0.20791169081775923,0.43388373911755823,-0.900968867902419,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
105606.0,2021-01-28 22:50:19.000000,208.0,1233,BUY_PRODUCT,0.0,23909.0,Konrad Ciuk,Mielec,aleja Stolarska 439,Manta DVD064,Sprzęt RTV;Video;Odtwarzacze DVD,-0.46546304423117396,2021-01-28 22:50:19.000000,2021-02-01 15:54:55.920701,516.0,89.07692241694446,2021,1,28,22,50,19,3,0.49999999999999994,0.8660254037844387,-0.5712682150947924,0.8207634412072763,-0.5000000000000004,0.8660254037844384,-0.8660254037844386,0.5000000000000001,0.913545457642601,-0.4067366430758001,0.43388373911755823,-0.900968867902419,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
110144.0,2021-03-25 02:37:27.000000,293.0,1030,BUY_PRODUCT,0.0,27151.0,Marek Gronkiewicz,Mielec,pl. Wiklinowa 163,LCD Iiyama B2280WSD,Komputery;Monitory;Monitory LCD,0.03969592908732708,2021-03-25 02:37:27.000000,2021-03-29 08:48:15.823968,620.0,102.18022888,2021,3,25,2,37,27,3,1.0,6.123233995736766e-17,-0.9377521321470804,0.3473052528448203,0.49999999999999994,0.8660254037844387,-0.6691306063588582,-0.7431448254773942,0.3090169943749475,-0.9510565162951535,0.43388373911755823,-0.900968867902419,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
108026.0,2021-04-01 18:29:33.000000,253.0,1222,BUY_PRODUCT,0.0,25636.0,Dagmara Lament,Mielec,plac Konopnickiej 97/54,Parrot Minikit NEO,Telefony i akcesoria;Akcesoria telefoniczne;Zestawy głośnomówiące,-0.3564128531655928,2021-04-01 18:29:33.000000,2021-04-05 09:44:54.451359,516.0,87.25595871083333,2021,4,1,18,29,33,3,0.8660254037844387,-0.4999999999999998,0.20129852008866006,0.9795299412524945,-1.0,-1.8369701987210297e-16,0.10452846326765329,-0.9945218953682734,-0.3090169943749473,-0.9510565162951536,0.43388373911755823,-0.900968867902419,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
102815.0,2021-02-12 10:59:45.000000,157.0,1318,BUY_PRODUCT,0.0,21999.0,Kacper Sosnówka,Kutno,aleja Błękitna 37/72,Plantronics Savi W710,Sprzęt RTV;Audio;Słuchawki,-0.10944624398765894,2021-02-12 10:59:45.000000,2021-02-13 14:29:59.500855,516.0,27.50402801527778,2021,2,12,10,59,45,4,0.8660254037844386,0.5000000000000001,0.6513724827222223,-0.758758122692791,0.49999999999999994,-0.8660254037844387,-0.10452846326765342,0.9945218953682733,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
104966.0,2021-04-06 03:35:19.000000,197.0,1002,BUY_PRODUCT,0.0,23490.0,Anita Pawlos,Szczecin,pl. Magnoliowa 994,Kyocera FS-1135MFP,Komputery;Drukarki i skanery;Biurowe urządzenia wielofunkcyjne,1.0897049379136399,2021-04-06 03:35:19.000000,2021-04-06 15:34:49.498923,360.0,11.991805256388888,2021,4,6,3,35,19,1,0.8660254037844387,-0.4999999999999998,0.9377521321470804,0.3473052528448203,0.7071067811865476,0.7071067811865476,-0.4999999999999997,-0.8660254037844388,0.913545457642601,-0.4067366430758001,0.7818314824680298,0.6234898018587336,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
102360.0,2021-02-21 13:52:39.000000,148.0,1001,BUY_PRODUCT,10.0,21681.0,Karol Kurpisz,Mielec,ulica Jagiellońska 92/46,Telefon Siemens Gigaset DA310,Telefony i akcesoria;Telefony stacjonarne,-0.5055790814297844,2021-02-21 13:52:39.000000,2021-02-24 08:49:12.485272,360.0,66.94263479777779,2021,2,21,13,52,39,6,0.8660254037844386,0.5000000000000001,-0.8978045395707417,-0.44039415155763423,-0.2588190451025208,-0.9659258262890683,-0.743144825477394,0.6691306063588585,-0.8090169943749473,-0.5877852522924732,-0.7818314824680299,0.6234898018587334,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
100876.0,2021-04-14 06:48:59.000000,118.0,1006,BUY_PRODUCT,0.0,20622.0,Rafał Mazek,Mielec,pl. Wyszyńskiego 948,Call of Duty 4 Modern Warfare (Xbox 360),Gry i konsole;Gry na konsole;Gry Xbox 360,-0.5048333705644095,2021-04-14 06:48:59.000000,2021-04-17 08:16:45.322677,516.0,73.46286741027778,2021,4,14,6,48,59,2,0.8660254037844387,-0.4999999999999998,0.29936312297335804,-0.9541392564000488,1.0,6.123233995736766e-17,-0.9510565162951536,0.30901699437494723,-0.10452846326765342,0.9945218953682733,0.9749279121818236,-0.22252093395631434,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
110019.0,2021-04-08 00:57:18.000000,290.0,1290,BUY_PRODUCT,20.0,27068.0,Hubert Starzak,Radom,pl. Maja 264,Philips SDV5120,Sprzęt RTV;Video;Telewizory i akcesoria;Anteny RTV,-0.4173526658198881,2021-04-08 00:57:18.000000,2021-04-09 08:06:01.178413,516.0,31.145327336944444,2021,4,8,0,57,18,3,0.8660254037844387,-0.4999999999999998,0.9987165071710528,-0.05064916883871264,0.0,1.0,-0.3090169943749477,0.9510565162951535,0.9510565162951536,-0.30901699437494734,0.43388373911755823,-0.900968867902419,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
106802.0,2021-02-14 15:32:11.000000,231.0,1013,BUY_PRODUCT,0.0,24749.0,Kornelia Dziwak,Police,plac Sikorskiego 206,LA Noire (Xbox 360),Gry i konsole;Gry na konsole;Gry Xbox 360,-0.4486324301836258,2021-02-14 15:32:11.000000,2021-02-16 18:00:19.393605,516.0,50.468998223611116,2021,2,14,15,32,11,6,0.8660254037844386,0.5000000000000001,0.29936312297335804,-0.9541392564000488,-0.7071067811865471,-0.7071067811865479,-0.20791169081775907,-0.9781476007338057,0.9135454576426009,0.4067366430758004,-0.7818314824680299,0.6234898018587334,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
107522.0,2021-02-16 18:33:24.000000,243.0,1277,BUY_PRODUCT,0.0,25276.0,Konrad Gałach,Mielec,al. Długa 875,Apple iPad mini 64GB 4G,Komputery;Tablety i akcesoria;Tablety,1.3050149180969477,2021-02-16 18:33:24.000000,2021-02-19 08:39:07.668683,360.0,62.095463523055564,2021,2,16,18,33,24,1,0.8660254037844386,0.5000000000000001,-0.10116832198743204,-0.9948693233918952,-1.0,-1.8369701987210297e-16,-0.3090169943749473,-0.9510565162951536,0.5877852522924732,-0.8090169943749473,0.7818314824680298,0.6234898018587336,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
101406.0,2021-02-13 15:35:19.000000,128.0,1077,BUY_PRODUCT,0.0,20984.0,Anna Maria Żugaj,Police,pl. Kossaka 86/52,Kyocera FS-C2026MFP,Komputery;Drukarki i skanery;Biurowe urządzenia wielofunkcyjne,2.475684755978765,2021-02-13 15:35:19.000000,2021-02-15 08:01:08.665524,620.0,40.43046264555556,2021,2,13,15,35,19,5,0.8660254037844386,0.5000000000000001,0.48530196253108104,-0.8743466161445821,-0.7071067811865471,-0.7071067811865479,-0.4999999999999997,-0.8660254037844388,0.913545457642601,-0.4067366430758001,-0.9749279121818236,-0.2225209339563146,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
103970.0,2021-03-23 02:32:19.000000,178.0,1084,BUY_PRODUCT,0.0,22806.0,Paweł Postawa,Konin,ulica Kraszewskiego 004,Sing It High School Musical 3 (PS3),Gry i konsole;Gry na konsole;Gry PlayStation3,-0.4726876193892687,2021-03-23 02:32:19.000000,2021-03-25 08:05:59.776181,360.0,53.56132671694445,2021,3,23,2,32,19,1,1.0,6.123233995736766e-17,-0.9987165071710528,-0.05064916883871355,0.49999999999999994,0.8660254037844387,-0.20791169081775907,-0.9781476007338057,0.913545457642601,-0.4067366430758001,0.7818314824680298,0.6234898018587336,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
109880.0,2021-04-05 22:23:51.000000,288.0,1073,BUY_PRODUCT,5.0,26977.0,Maksymilian Ziemann,Radom,ulica Malczewskiego 12,Jabra Drive,Telefony i akcesoria;Akcesoria telefoniczne;Zestawy głośnomówiące,-0.449426251427412,2021-04-05 22:23:51.000000,2021-04-07 11:59:57.111232,620.0,37.60169756444444,2021,4,5,22,23,51,0,0.8660254037844387,-0.4999999999999998,0.8486442574947509,0.5289640103269624,-0.5000000000000004,0.8660254037844384,0.6691306063588583,-0.7431448254773941,-0.8090169943749476,0.5877852522924729,0.0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
109136.0,2021-03-21 23:31:16.000000,275.0,1318,BUY_PRODUCT,0.0,26442.0,Nicole Laszkiewicz,Szczecin,ul. Strumykowa 64/91,Plantronics Savi W710,Sprzęt RTV;Audio;Słuchawki,-0.10944624398765894,2021-03-21 23:31:16.000000,2021-03-23 08:58:09.057785,516.0,33.448071606944445,2021,3,21,23,31,16,6,1.0,6.123233995736766e-17,-0.8978045395707417,-0.44039415155763423,-0.25881904510252157,0.9659258262890681,-0.10452846326765305,-0.9945218953682734,0.9945218953682734,-0.10452846326765333,-0.7818314824680299,0.6234898018587334,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
105191.0,2021-01-30 01:15:45.000000,200.0,1281,BUY_PRODUCT,0.0,23641.0,Agnieszka Kabza,Szczecin,aleja Diamentowa 70,Manta MM266,Sprzęt RTV;Przenośne audio i video;Odtwarzacze mp3 i mp4,-0.5009043563274879,2021-01-30 01:15:45.000000,2021-01-30 16:47:50.954609,620.0,15.534987391388889,2021,1,30,1,15,45,5,0.49999999999999994,0.8660254037844387,-0.20129852008866114,0.9795299412524943,0.25881904510252074,0.9659258262890683,1.0,2.83276944882399e-16,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
104419.0,2021-03-21 07:22:33.000000,187.0,1277,BUY_PRODUCT,0.0,23124.0,Przemysław Miąsko,Police,plac Brzozowa 391,Apple iPad mini 64GB 4G,Komputery;Tablety i akcesoria;Tablety,1.3050149180969477,2021-03-21 07:22:33.000000,2021-03-22 13:44:56.443959,620.0,30.373178877500003,2021,3,21,7,22,33,6,1.0,6.123233995736766e-17,-0.8978045395707417,-0.44039415155763423,0.9659258262890683,-0.25881904510252063,0.7431448254773945,-0.6691306063588579,-0.3090169943749473,-0.9510565162951536,-0.7818314824680299,0.6234898018587334,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
104942.0,2021-01-04 14:02:27.000000,197.0,1052,BUY_PRODUCT,20.0,23475.0,Anita Pawlos,Szczecin,pl. Magnoliowa 994,Duke Nukem Forever (PC),Gry i konsole;Gry komputerowe,-0.4895984174008357,2021-01-04 14:02:27.000000,2021-01-05 08:33:38.155573,360.0,18.519765436944446,2021,1,4,14,2,27,0,0.49999999999999994,0.8660254037844387,0.72479278722912,0.6889669190756866,-0.4999999999999997,-0.8660254037844388,0.20791169081775931,0.9781476007338057,0.3090169943749475,-0.9510565162951535,0.0,1.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
106876.0,2021-02-28 02:48:12.000000,232.0,1045,BUY_PRODUCT,5.0,24810.0,Marek Kurczab,Police,al. Cicha 31/69,Call of Duty Modern Warfare 2 (PS3),Gry i konsole;Gry na konsole;Gry PlayStation3,-0.5048333705644095,2021-02-28 02:48:12.000000,2021-03-01 12:00:23.476607,620.0,33.20318794638889,2021,2,28,2,48,12,6,0.8660254037844386,0.5000000000000001,-0.5712682150947924,0.8207634412072763,0.49999999999999994,0.8660254037844387,-0.9510565162951536,0.30901699437494723,0.9510565162951535,0.30901699437494745,-0.7818314824680299,0.6234898018587334,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
107519.0,2021-02-26 22:17:54.000000,243.0,1234,BUY_PRODUCT,5.0,25273.0,Konrad Gałach,Mielec,al. Długa 875,Sony DVP-SR760,Sprzęt RTV;Video;Odtwarzacze DVD,-0.3981085144553738,2021-02-26 22:17:54.000000,2021-03-01 12:06:49.712406,360.0,61.815475668333335,2021,2,26,22,17,54,4,0.8660254037844386,0.5000000000000001,-0.8486442574947509,0.5289640103269624,-0.5000000000000004,0.8660254037844384,0.9781476007338057,-0.20791169081775934,-0.5877852522924734,0.8090169943749473,-0.433883739117558,-0.9009688679024191,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
107691.0,2021-03-23 20:59:09.000000,248.0,1316,BUY_PRODUCT,15.0,25393.0,Dariusz Karyś,Gdynia,ulica Wierzbowa 921,Plantronics Voyager Legend,Telefony i akcesoria;Akcesoria telefoniczne;Zestawy słuchawkowe,-0.3532054946048404,2021-03-23 20:59:09.000000,2021-03-25 12:47:18.748217,516.0,39.80270783805556,2021,3,23,20,59,9,1,1.0,6.123233995736766e-17,-0.9987165071710528,-0.05064916883871355,-0.8660254037844386,0.5000000000000001,-0.10452846326765342,0.9945218953682733,0.8090169943749475,0.5877852522924731,0.7818314824680298,0.6234898018587336,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
102516.0,2021-03-28 13:33:54.000000,152.0,1073,BUY_PRODUCT,0.0,21797.0,Mateusz Broncel,Konin,plac Szpitalna 598,Jabra Drive,Telefony i akcesoria;Akcesoria telefoniczne;Zestawy głośnomówiące,-0.449426251427412,2021-03-28 13:33:54.000000,2021-03-30 08:05:07.136527,360.0,42.52031570194444,2021,3,28,13,33,54,6,1.0,6.123233995736766e-17,-0.5712682150947924,0.8207634412072763,-0.2588190451025208,-0.9659258262890683,-0.3090169943749473,-0.9510565162951536,-0.5877852522924734,0.8090169943749473,-0.7818314824680299,0.6234898018587334,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
104211.0,2021-01-05 08:30:32.000000,183.0,1067,BUY_PRODUCT,0.0,22974.0,Antoni Niewiara,Radom,aleja Hallera 442,Nokia 3310,Telefony i akcesoria;Telefony komórkowe,-0.38661815241147834,2021-01-05 08:30:32.000000,2021-01-07 08:32:18.849129,360.0,48.02968031361112,2021,1,5,8,30,32,1,0.49999999999999994,0.8660254037844387,0.8486442574947509,0.5289640103269624,0.8660254037844387,-0.4999999999999998,5.66553889764798e-16,-1.0,-0.20791169081775907,-0.9781476007338057,0.7818314824680298,0.6234898018587336,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
103953.0,2021-02-14 10:37:24.000000,177.0,1035,BUY_PRODUCT,0.0,22794.0,Grzegorz Grzenia,Kutno,ul. Fredry 12/84,Samsung Galaxy S III GT-i9300,Telefony i akcesoria;Telefony komórkowe,1.2111034594381178,2021-02-14 10:37:24.000000,2021-02-15 15:28:58.680719,516.0,28.859633533055558,2021,2,14,10,37,24,6,0.8660254037844386,0.5000000000000001,0.29936312297335804,-0.9541392564000488,0.49999999999999994,-0.8660254037844387,-0.6691306063588582,-0.7431448254773942,0.5877852522924732,-0.8090169943749473,-0.7818314824680299,0.6234898018587334,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
104162.0,2021-04-01 09:29:59.000000,183.0,1035,BUY_PRODUCT,0.0,22946.0,Antoni Niewiara,Radom,aleja Hallera 442,Samsung Galaxy S III GT-i9300,Telefony i akcesoria;Telefony komórkowe,1.2111034594381178,2021-04-01 09:29:59.000000,2021-04-03 08:26:11.689239,360.0,46.93685812194445,2021,4,1,9,29,59,3,0.8660254037844387,-0.4999999999999998,0.20129852008866006,0.9795299412524945,0.7071067811865476,-0.7071067811865475,0.10452846326765329,-0.9945218953682734,-0.10452846326765342,0.9945218953682733,0.43388373911755823,-0.900968867902419,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
102515.0,2021-01-18 12:11:20.000000,152.0,1074,BUY_PRODUCT,0.0,21796.0,Mateusz Broncel,Konin,plac Szpitalna 598,Gembird BTCC-002,Telefony i akcesoria;Akcesoria telefoniczne;Zestawy głośnomówiące,-0.4836808408562475,2021-01-18 12:11:20.000000,2021-01-21 08:43:52.568355,516.0,68.54238009861112,2021,1,18,12,11,20,0,0.49999999999999994,0.8660254037844387,-0.4853019625310808,-0.8743466161445822,1.2246467991473532e-16,-1.0,0.9135454576426009,0.4067366430758004,0.8660254037844387,-0.4999999999999998,0.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
107590.0,2021-01-17 19:32:29.000000,246.0,1317,BUY_PRODUCT,0.0,25317.0,Fabian Sobisz,Gdynia,aleja Traugutta 48,Plantronics Savi W740,Telefony i akcesoria;Akcesoria telefoniczne;Zestawy słuchawkowe,0.4927032522079943,2021-01-17 19:32:29.000000,2021-01-19 08:24:25.655655,620.0,36.865737681944445,2021,1,17,19,32,29,6,0.49999999999999994,0.8660254037844387,-0.2993631229733582,-0.9541392564000488,-0.9659258262890684,0.2588190451025203,-0.20791169081775907,-0.9781476007338057,0.10452846326765329,-0.9945218953682734,-0.7818314824680299,0.6234898018587334,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
101675.0,2021-03-19 16:45:55.000000,133.0,1040,BUY_PRODUCT,0.0,21183.0,Olga Radziewicz,Radom,al. Traugutta 46/65,Crysis 2 (PS3),Gry i konsole;Gry na konsole;Gry PlayStation3,-0.48879657776064755,2021-03-19 16:45:55.000000,2021-03-22 08:09:45.450746,620.0,63.39734742944445,2021,3,19,16,45,55,4,1.0,6.123233995736766e-17,-0.651372482722222,-0.7587581226927911,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,-0.49999999999999967,0.8660254037844388,-0.433883739117558,-0.9009688679024191,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
